primary_key,employee_number,datetime_processed,termination_date,termination_type_code,termination_reason_code,is_termination_cleared
101320_2023-02-10,101320,2023-02-10,2023-02-10,I,200,True
101321_2021-06-19,101321,2021-06-19,2021-06-19,V,102,True
101322_2021-06-20,101322,2021-06-20,2021-06-20,I,200,True
101325_2021-07-31,101325,2021-07-31,2021-07-31,V,101,True
101326_2022-06-26,101326,2022-06-26,2022-06-26,V,101,True
101327_2025-11-11,101327,2025-11-11,2025-11-11,V,102,True
101328_2021-05-29,101328,2021-05-29,2021-05-29,V,100,True
101329_2021-09-19,101329,2021-09-19,2021-09-19,V,101,True
101330_2024-02-14,101330,2024-02-14,2024-02-14,V,100,True
101332_2024-06-04,101332,2024-06-04,2024-06-04,I,207,True
101335_2021-08-06,101335,2021-08-06,2021-08-06,V,202,True
101339_2024-10-22,101339,2024-10-22,2024-10-22,V,100,True
101340_2022-02-27,101340,2022-02-27,2022-02-27,V,100,True
101342_2021-09-23,101342,2021-09-23,2021-09-23,I,200,True
101344_2021-08-22,101344,2021-08-22,2021-08-22,V,100,True
101345_2025-07-07,101345,2025-07-07,2025-07-07,V,100,True
101346_2021-06-17,101346,2021-06-17,2021-06-17,V,100,True
101348_2021-10-17,101348,2021-10-17,2021-10-17,V,100,True
101350_2025-07-19,101350,2025-07-19,2025-07-19,V,101,True
101352_2023-04-03,101352,2023-04-03,2023-04-03,V,100,True
101354_2024-05-22,101354,2024-05-22,2024-05-22,I,200,True
101355_2021-09-11,101355,2021-09-11,2021-09-11,I,200,True
101357_2021-04-23,101357,2021-04-23,2021-04-23,V,100,True
101359_2021-06-14,101359,2021-06-14,2021-06-14,V,100,True
101361_2025-08-21,101361,2025-08-21,2025-08-21,V,100,True
101363_2023-04-16,101363,2023-04-16,2023-04-16,V,202,True
101364_2022-11-19,101364,2022-11-19,2022-11-19,V,100,True
101365_2025-05-11,101365,2025-05-11,2025-05-11,V,100,True
101367_2024-04-18,101367,2024-04-18,2024-04-18,I,200,True
101369_2022-11-24,101369,2022-11-24,2022-11-24,I,207,True
101374_2021-11-24,101374,2021-11-24,2021-11-24,V,103,True
101376_2022-04-25,101376,2022-04-25,2022-04-25,V,102,True
101377_2024-12-20,101377,2024-12-20,2024-12-20,V,202,True
101379_2025-07-22,101379,2025-07-22,2025-07-22,V,100,True
101381_2021-05-22,101381,2021-05-22,2021-05-22,V,100,True
101383_2021-11-07,101383,2021-11-07,2021-11-07,I,207,True
101385_2021-05-19,101385,2021-05-19,2021-05-19,I,205,True
101386_2023-12-03,101386,2023-12-03,2023-12-03,V,101,True
101388_2021-04-12,101388,2021-04-12,2021-04-12,V,101,True
101391_2021-12-14,101391,2021-12-14,2021-12-14,V,101,True
101392_2022-11-12,101392,2022-11-12,2022-11-12,V,101,True
101393_2021-06-26,101393,2021-06-26,2021-06-26,V,100,True
101395_2021-04-12,101395,2021-04-12,2021-04-12,V,100,True
101399_2021-10-12,101399,2021-10-12,2021-10-12,V,101,True
101400_2023-04-08,101400,2023-04-08,2023-04-08,V,100,True
101403_2021-05-16,101403,2021-05-16,2021-05-16,V,202,True
101405_2023-10-18,101405,2023-10-18,2023-10-18,V,100,True
101407_2025-10-01,101407,2025-10-01,2025-10-01,I,200,True
101409_2023-01-19,101409,2023-01-19,2023-01-19,V,103,True
101410_2021-05-12,101410,2021-05-12,2021-05-12,I,200,True
101411_2021-06-14,101411,2021-06-14,2021-06-14,I,201,True
101413_2024-08-18,101413,2024-08-18,2024-08-18,I,206,True
101414_2024-02-27,101414,2024-02-27,2024-02-27,V,101,True
101415_2021-11-18,101415,2021-11-18,2021-11-18,V,202,True
101416_2021-10-12,101416,2021-10-12,2021-10-12,V,100,True
101421_2025-09-13,101421,2025-09-13,2025-09-13,I,201,True
101424_2024-10-15,101424,2024-10-15,2024-10-15,V,101,True
101428_2021-10-31,101428,2021-10-31,2021-10-31,V,202,True
101431_2024-01-15,101431,2024-01-15,2024-01-15,I,206,True
101434_2024-01-16,101434,2024-01-16,2024-01-16,I,207,True
101435_2022-12-18,101435,2022-12-18,2022-12-18,V,100,True
101436_2022-09-16,101436,2022-09-16,2022-09-16,V,100,True
101438_2022-09-05,101438,2022-09-05,2022-09-05,V,100,True
101439_2022-09-05,101439,2022-09-05,2022-09-05,I,200,True
101443_2025-12-14,101443,2025-12-14,2025-12-14,V,102,True
101444_2021-05-13,101444,2021-05-13,2021-05-13,I,205,True
101445_2022-08-14,101445,2022-08-14,2022-08-14,V,202,True
101446_2023-04-28,101446,2023-04-28,2023-04-28,V,101,True
101447_2023-08-04,101447,2023-08-04,2023-08-04,V,101,True
101450_2021-09-03,101450,2021-09-03,2021-09-03,I,201,True
101451_2023-03-05,101451,2023-03-05,2023-03-05,I,201,True
101453_2025-05-10,101453,2025-05-10,2025-05-10,I,205,True
101454_2022-06-03,101454,2022-06-03,2022-06-03,V,100,True
101455_2023-03-18,101455,2023-03-18,2023-03-18,I,200,True
101456_2025-03-25,101456,2025-03-25,2025-03-25,V,102,True
101458_2022-03-26,101458,2022-03-26,2022-03-26,V,100,True
101462_2023-04-16,101462,2023-04-16,2023-04-16,I,200,True
101463_2022-06-07,101463,2022-06-07,2022-06-07,V,202,True
101464_2022-03-25,101464,2022-03-25,2022-03-25,V,103,True
101467_2023-12-27,101467,2023-12-27,2023-12-27,V,100,True
101468_2022-03-16,101468,2022-03-16,2022-03-16,V,100,True
101470_2021-09-03,101470,2021-09-03,2021-09-03,V,102,True
101471_2025-01-18,101471,2025-01-18,2025-01-18,V,100,True
101476_2021-12-29,101476,2021-12-29,2021-12-29,V,101,True
101477_2023-12-17,101477,2023-12-17,2023-12-17,I,207,True
101479_2021-08-08,101479,2021-08-08,2021-08-08,V,100,True
101480_2023-03-23,101480,2023-03-23,2023-03-23,V,100,True
101484_2021-07-21,101484,2021-07-21,2021-07-21,V,100,True
101485_2022-07-08,101485,2022-07-08,2022-07-08,I,200,True
101487_2025-07-16,101487,2025-07-16,2025-07-16,V,100,True
101489_2022-08-20,101489,2022-08-20,2022-08-20,V,202,True
101490_2021-06-12,101490,2021-06-12,2021-06-12,V,100,True
101492_2023-11-09,101492,2023-11-09,2023-11-09,I,205,True
101493_2024-04-05,101493,2024-04-05,2024-04-05,V,102,True
101495_2025-02-23,101495,2025-02-23,2025-02-23,V,202,True
101497_2025-10-06,101497,2025-10-06,2025-10-06,V,102,True
101498_2022-02-26,101498,2022-02-26,2022-02-26,V,102,True
101499_2021-07-20,101499,2021-07-20,2021-07-20,V,100,True
101501_2024-06-14,101501,2024-06-14,2024-06-14,V,100,True
101504_2023-09-10,101504,2023-09-10,2023-09-10,V,102,True
101506_2023-11-19,101506,2023-11-19,2023-11-19,V,202,True
101508_2024-06-14,101508,2024-06-14,2024-06-14,V,100,True
101509_2022-06-01,101509,2022-06-01,2022-06-01,V,103,True
101510_2022-05-15,101510,2022-05-15,2022-05-15,V,103,True
101511_2023-11-21,101511,2023-11-21,2023-11-21,V,100,True
101512_2022-10-14,101512,2022-10-14,2022-10-14,V,100,True
101517_2023-06-12,101517,2023-06-12,2023-06-12,I,206,True
101518_2022-02-02,101518,2022-02-02,2022-02-02,I,210,True
101524_2024-07-16,101524,2024-07-16,2024-07-16,V,100,True
101525_2023-04-15,101525,2023-04-15,2023-04-15,V,202,True
101526_2021-11-02,101526,2021-11-02,2021-11-02,V,202,True
101527_2025-02-27,101527,2025-02-27,2025-02-27,V,100,True
101528_2024-07-25,101528,2024-07-25,2024-07-25,I,200,True
101529_2024-12-15,101529,2024-12-15,2024-12-15,V,100,True
101530_2021-12-09,101530,2021-12-09,2021-12-09,I,206,True
101535_2023-08-01,101535,2023-08-01,2023-08-01,V,100,True
101538_2025-08-29,101538,2025-08-29,2025-08-29,V,101,True
101539_2024-06-02,101539,2024-06-02,2024-06-02,V,101,True
101540_2025-02-04,101540,2025-02-04,2025-02-04,V,100,True
101541_2022-04-16,101541,2022-04-16,2022-04-16,I,201,True
101542_2021-09-17,101542,2021-09-17,2021-09-17,I,205,True
101543_2023-07-10,101543,2023-07-10,2023-07-10,V,101,True
101548_2023-03-28,101548,2023-03-28,2023-03-28,I,210,True
101549_2021-12-04,101549,2021-12-04,2021-12-04,V,202,True
101550_2024-09-03,101550,2024-09-03,2024-09-03,V,202,True
101551_2024-08-11,101551,2024-08-11,2024-08-11,I,207,True
101553_2022-05-08,101553,2022-05-08,2022-05-08,V,102,True
101554_2021-08-29,101554,2021-08-29,2021-08-29,V,100,True
101555_2023-12-28,101555,2023-12-28,2023-12-28,V,102,True
101557_2022-05-11,101557,2022-05-11,2022-05-11,V,102,True
101565_2022-05-25,101565,2022-05-25,2022-05-25,V,100,True
101568_2024-09-13,101568,2024-09-13,2024-09-13,V,100,True
101570_2022-11-16,101570,2022-11-16,2022-11-16,V,100,True
101571_2022-03-26,101571,2022-03-26,2022-03-26,V,101,True
101574_2021-08-28,101574,2021-08-28,2021-08-28,V,100,True
101575_2023-08-18,101575,2023-08-18,2023-08-18,I,207,True
101576_2023-05-24,101576,2023-05-24,2023-05-24,V,102,True
101577_2022-05-11,101577,2022-05-11,2022-05-11,V,100,True
101580_2023-01-03,101580,2023-01-03,2023-01-03,V,100,True
101581_2022-05-01,101581,2022-05-01,2022-05-01,I,206,True
101582_2022-03-31,101582,2022-03-31,2022-03-31,V,101,True
101584_2024-11-14,101584,2024-11-14,2024-11-14,I,207,True
101585_2022-08-03,101585,2022-08-03,2022-08-03,V,101,True
101586_2024-05-27,101586,2024-05-27,2024-05-27,I,206,True
101593_2022-06-04,101593,2022-06-04,2022-06-04,I,201,True
101595_2023-10-25,101595,2023-10-25,2023-10-25,I,200,True
101596_2022-06-10,101596,2022-06-10,2022-06-10,V,202,True
101600_2021-11-19,101600,2021-11-19,2021-11-19,I,201,True
101601_2022-09-30,101601,2022-09-30,2022-09-30,I,201,True
101603_2025-06-07,101603,2025-06-07,2025-06-07,I,200,True
101608_2022-04-11,101608,2022-04-11,2022-04-11,V,101,True
101610_2022-05-20,101610,2022-05-20,2022-05-20,I,207,True
101611_2022-04-11,101611,2022-04-11,2022-04-11,V,202,True
101612_2022-06-07,101612,2022-06-07,2022-06-07,V,202,True
101614_2022-06-08,101614,2022-06-08,2022-06-08,I,201,True
101615_2021-11-30,101615,2021-11-30,2021-11-30,V,100,True
101616_2023-12-07,101616,2023-12-07,2023-12-07,V,103,True
101620_2022-01-06,101620,2022-01-06,2022-01-06,V,103,True
101621_2024-04-21,101621,2024-04-21,2024-04-21,I,200,True
101622_2021-12-15,101622,2021-12-15,2021-12-15,V,102,True
101624_2022-09-07,101624,2022-09-07,2022-09-07,V,103,True
101625_2022-10-17,101625,2022-10-17,2022-10-17,I,210,True
101628_2021-12-09,101628,2021-12-09,2021-12-09,V,102,True
101630_2022-10-04,101630,2022-10-04,2022-10-04,V,100,True
101632_2022-02-05,101632,2022-02-05,2022-02-05,V,100,True
101634_2022-11-21,101634,2022-11-21,2022-11-21,V,202,True
101639_2021-10-20,101639,2021-10-20,2021-10-20,V,100,True
101641_2023-01-13,101641,2023-01-13,2023-01-13,V,100,True
101642_2023-02-15,101642,2023-02-15,2023-02-15,I,201,True
101643_2023-07-06,101643,2023-07-06,2023-07-06,V,100,True
101645_2021-10-31,101645,2021-10-31,2021-10-31,V,101,True
101646_2025-10-05,101646,2025-10-05,2025-10-05,V,202,True
101647_2023-08-01,101647,2023-08-01,2023-08-01,V,100,True
101648_2023-03-14,101648,2023-03-14,2023-03-14,I,205,True
101650_2024-06-12,101650,2024-06-12,2024-06-12,I,210,True
101651_2025-04-10,101651,2025-04-10,2025-04-10,I,205,True
101652_2023-02-13,101652,2023-02-13,2023-02-13,V,102,True
101656_2021-11-10,101656,2021-11-10,2021-11-10,I,207,True
101658_2023-10-26,101658,2023-10-26,2023-10-26,V,100,True
101660_2023-07-26,101660,2023-07-26,2023-07-26,V,102,True
101662_2022-04-21,101662,2022-04-21,2022-04-21,V,100,True
101663_2022-12-06,101663,2022-12-06,2022-12-06,V,101,True
101664_2022-05-26,101664,2022-05-26,2022-05-26,V,100,True
101665_2021-12-15,101665,2021-12-15,2021-12-15,I,201,True
101666_2022-09-15,101666,2022-09-15,2022-09-15,V,102,True
101667_2022-02-14,101667,2022-02-14,2022-02-14,V,101,True
101669_2023-06-03,101669,2023-06-03,2023-06-03,I,207,True
101671_2023-02-21,101671,2023-02-21,2023-02-21,V,101,True
101672_2022-02-09,101672,2022-02-09,2022-02-09,V,202,True
101673_2023-05-23,101673,2023-05-23,2023-05-23,V,101,True
101675_2022-01-08,101675,2022-01-08,2022-01-08,V,100,True
101676_2022-02-21,101676,2022-02-21,2022-02-21,V,202,True
101679_2021-11-08,101679,2021-11-08,2021-11-08,V,202,True
101681_2022-06-10,101681,2022-06-10,2022-06-10,I,201,True
101683_2021-10-16,101683,2021-10-16,2021-10-16,V,102,True
101684_2022-07-26,101684,2022-07-26,2022-07-26,V,101,True
101685_2025-04-09,101685,2025-04-09,2025-04-09,V,100,True
101687_2021-11-22,101687,2021-11-22,2021-11-22,V,100,True
101689_2026-01-20,101689,2026-01-20,2026-01-20,V,102,True
101690_2023-03-28,101690,2023-03-28,2023-03-28,I,200,True
101693_2021-11-02,101693,2021-11-02,2021-11-02,V,101,True
101694_2022-05-09,101694,2022-05-09,2022-05-09,V,100,True
101696_2022-04-25,101696,2022-04-25,2022-04-25,I,201,True
101699_2023-05-30,101699,2023-05-30,2023-05-30,V,100,True
101702_2022-08-14,101702,2022-08-14,2022-08-14,V,100,True
101703_2021-12-09,101703,2021-12-09,2021-12-09,V,103,True
101707_2025-10-15,101707,2025-10-15,2025-10-15,I,207,True
101709_2024-07-09,101709,2024-07-09,2024-07-09,V,100,True
101710_2023-08-28,101710,2023-08-28,2023-08-28,V,101,True
101712_2023-04-16,101712,2023-04-16,2023-04-16,V,202,True
101713_2023-09-24,101713,2023-09-24,2023-09-24,V,102,True
101714_2023-08-29,101714,2023-08-29,2023-08-29,V,202,True
101715_2024-04-22,101715,2024-04-22,2024-04-22,V,101,True
101718_2021-12-12,101718,2021-12-12,2021-12-12,I,207,True
101722_2024-02-02,101722,2024-02-02,2024-02-02,I,206,True
101727_2022-12-28,101727,2022-12-28,2022-12-28,V,103,True
101728_2022-11-29,101728,2022-11-29,2022-11-29,V,100,True
101729_2023-01-24,101729,2023-01-24,2023-01-24,V,102,True
101732_2025-08-03,101732,2025-08-03,2025-08-03,V,102,True
101734_2021-11-27,101734,2021-11-27,2021-11-27,V,101,True
101737_2024-04-06,101737,2024-04-06,2024-04-06,V,101,True
101740_2022-11-26,101740,2022-11-26,2022-11-26,V,202,True
101741_2022-04-24,101741,2022-04-24,2022-04-24,I,206,True
101742_2023-04-12,101742,2023-04-12,2023-04-12,V,202,True
101743_2022-04-10,101743,2022-04-10,2022-04-10,V,100,True
101745_2022-01-04,101745,2022-01-04,2022-01-04,V,102,True
101746_2022-06-20,101746,2022-06-20,2022-06-20,V,100,True
101749_2023-09-10,101749,2023-09-10,2023-09-10,V,202,True
101750_2022-07-16,101750,2022-07-16,2022-07-16,V,100,True
101752_2024-11-28,101752,2024-11-28,2024-11-28,V,202,True
101754_2022-10-10,101754,2022-10-10,2022-10-10,I,201,True
101756_2024-10-20,101756,2024-10-20,2024-10-20,I,207,True
101757_2023-02-22,101757,2023-02-22,2023-02-22,V,100,True
101758_2025-12-19,101758,2025-12-19,2025-12-19,V,100,True
101759_2024-10-09,101759,2024-10-09,2024-10-09,I,207,True
101760_2023-06-22,101760,2023-06-22,2023-06-22,I,200,True
101762_2024-01-09,101762,2024-01-09,2024-01-09,V,100,True
101763_2025-01-27,101763,2025-01-27,2025-01-27,V,103,True
101766_2022-09-06,101766,2022-09-06,2022-09-06,I,206,True
101773_2025-09-20,101773,2025-09-20,2025-09-20,V,101,True
101775_2022-09-10,101775,2022-09-10,2022-09-10,V,101,True
101776_2025-01-25,101776,2025-01-25,2025-01-25,I,205,True
101779_2023-09-10,101779,2023-09-10,2023-09-10,V,100,True
101781_2022-06-21,101781,2022-06-21,2022-06-21,I,207,True
101785_2022-03-03,101785,2022-03-03,2022-03-03,V,100,True
101787_2025-04-15,101787,2025-04-15,2025-04-15,V,100,True
101790_2023-08-19,101790,2023-08-19,2023-08-19,I,207,True
101791_2022-05-02,101791,2022-05-02,2022-05-02,V,103,True
101792_2024-03-27,101792,2024-03-27,2024-03-27,V,101,True
101793_2022-12-20,101793,2022-12-20,2022-12-20,V,100,True
101794_2022-10-11,101794,2022-10-11,2022-10-11,V,103,True
101798_2022-04-05,101798,2022-04-05,2022-04-05,I,201,True
101801_2024-07-30,101801,2024-07-30,2024-07-30,V,202,True
101804_2024-10-01,101804,2024-10-01,2024-10-01,I,207,True
101808_2023-12-14,101808,2023-12-14,2023-12-14,V,100,True
101812_2022-12-22,101812,2022-12-22,2022-12-22,V,102,True
101813_2022-10-30,101813,2022-10-30,2022-10-30,V,100,True
101815_2022-11-14,101815,2022-11-14,2022-11-14,V,100,True
101816_2025-05-13,101816,2025-05-13,2025-05-13,V,101,True
101823_2022-05-26,101823,2022-05-26,2022-05-26,V,100,True
101825_2024-12-21,101825,2024-12-21,2024-12-21,I,205,True
101826_2022-06-30,101826,2022-06-30,2022-06-30,V,101,True
101828_2025-09-21,101828,2025-09-21,2025-09-21,V,100,True
101829_2024-04-05,101829,2024-04-05,2024-04-05,I,200,True
101833_2023-04-27,101833,2023-04-27,2023-04-27,I,205,True
101835_2022-05-21,101835,2022-05-21,2022-05-21,I,201,True
101836_2022-10-15,101836,2022-10-15,2022-10-15,I,201,True
101837_2025-03-22,101837,2025-03-22,2025-03-22,V,202,True
101838_2025-01-28,101838,2025-01-28,2025-01-28,V,100,True
101843_2022-11-25,101843,2022-11-25,2022-11-25,V,100,True
101846_2025-12-11,101846,2025-12-11,2025-12-11,V,101,True
101848_2025-04-30,101848,2025-04-30,2025-04-30,V,202,True
101850_2023-06-03,101850,2023-06-03,2023-06-03,V,101,True
101851_2023-10-06,101851,2023-10-06,2023-10-06,V,100,True
101857_2023-12-10,101857,2023-12-10,2023-12-10,V,100,True
101859_2022-05-22,101859,2022-05-22,2022-05-22,V,103,True
101860_2023-04-02,101860,2023-04-02,2023-04-02,I,205,True
101862_2024-12-12,101862,2024-12-12,2024-12-12,V,100,True
101863_2023-08-30,101863,2023-08-30,2023-08-30,V,202,True
101865_2022-08-30,101865,2022-08-30,2022-08-30,I,201,True
101867_2022-10-11,101867,2022-10-11,2022-10-11,I,205,True
101868_2023-03-11,101868,2023-03-11,2023-03-11,I,200,True
101869_2023-07-12,101869,2023-07-12,2023-07-12,I,205,True
101875_2023-02-25,101875,2023-02-25,2023-02-25,I,201,True
101876_2025-04-19,101876,2025-04-19,2025-04-19,I,201,True
101879_2023-09-17,101879,2023-09-17,2023-09-17,I,206,True
101881_2022-11-29,101881,2022-11-29,2022-11-29,V,101,True
101883_2025-06-21,101883,2025-06-21,2025-06-21,V,100,True
101884_2022-07-03,101884,2022-07-03,2022-07-03,I,200,True
101886_2022-11-06,101886,2022-11-06,2022-11-06,V,202,True
101887_2025-10-15,101887,2025-10-15,2025-10-15,I,205,True
101896_2024-10-20,101896,2024-10-20,2024-10-20,I,205,True
101898_2022-11-11,101898,2022-11-11,2022-11-11,V,102,True
101900_2024-02-13,101900,2024-02-13,2024-02-13,V,100,True
101902_2024-12-07,101902,2024-12-07,2024-12-07,I,200,True
101903_2022-08-01,101903,2022-08-01,2022-08-01,V,100,True
101906_2023-10-22,101906,2023-10-22,2023-10-22,V,100,True
101907_2025-02-01,101907,2025-02-01,2025-02-01,I,205,True
101912_2024-04-13,101912,2024-04-13,2024-04-13,V,101,True
101915_2023-08-02,101915,2023-08-02,2023-08-02,V,100,True
101916_2025-03-11,101916,2025-03-11,2025-03-11,V,202,True
101918_2024-11-12,101918,2024-11-12,2024-11-12,V,202,True
101919_2023-03-16,101919,2023-03-16,2023-03-16,I,207,True
101923_2024-03-19,101923,2024-03-19,2024-03-19,V,101,True
101924_2022-08-03,101924,2022-08-03,2022-08-03,V,101,True
101925_2025-11-15,101925,2025-11-15,2025-11-15,V,101,True
101926_2022-11-23,101926,2022-11-23,2022-11-23,V,101,True
101928_2023-02-25,101928,2023-02-25,2023-02-25,V,102,True
101929_2024-02-25,101929,2024-02-25,2024-02-25,I,200,True
101933_2023-05-29,101933,2023-05-29,2023-05-29,V,101,True
101934_2023-10-24,101934,2023-10-24,2023-10-24,V,100,True
101936_2024-01-07,101936,2024-01-07,2024-01-07,I,201,True
101938_2022-10-23,101938,2022-10-23,2022-10-23,V,202,True
101939_2024-02-25,101939,2024-02-25,2024-02-25,V,101,True
101940_2025-07-28,101940,2025-07-28,2025-07-28,V,101,True
101946_2022-06-08,101946,2022-06-08,2022-06-08,V,100,True
101947_2023-07-31,101947,2023-07-31,2023-07-31,I,200,True
101948_2023-11-13,101948,2023-11-13,2023-11-13,V,102,True
101949_2023-10-16,101949,2023-10-16,2023-10-16,I,205,True
101951_2022-08-09,101951,2022-08-09,2022-08-09,V,100,True
101953_2023-01-15,101953,2023-01-15,2023-01-15,V,102,True
101955_2022-11-26,101955,2022-11-26,2022-11-26,V,100,True
101956_2024-09-29,101956,2024-09-29,2024-09-29,V,101,True
101957_2024-01-23,101957,2024-01-23,2024-01-23,I,201,True
101958_2022-12-12,101958,2022-12-12,2022-12-12,I,201,True
101959_2025-07-06,101959,2025-07-06,2025-07-06,I,200,True
101962_2023-10-29,101962,2023-10-29,2023-10-29,I,200,True
101963_2023-07-09,101963,2023-07-09,2023-07-09,V,102,True
101968_2023-06-22,101968,2023-06-22,2023-06-22,I,206,True
101969_2024-06-20,101969,2024-06-20,2024-06-20,V,101,True
101970_2022-08-18,101970,2022-08-18,2022-08-18,V,100,True
101971_2023-10-27,101971,2023-10-27,2023-10-27,V,102,True
101972_2025-01-02,101972,2025-01-02,2025-01-02,I,207,True
101974_2023-02-17,101974,2023-02-17,2023-02-17,V,101,True
101975_2022-11-26,101975,2022-11-26,2022-11-26,I,201,True
101976_2023-06-23,101976,2023-06-23,2023-06-23,I,210,True
101977_2024-02-10,101977,2024-02-10,2024-02-10,I,207,True
101978_2026-01-30,101978,2026-01-30,2026-01-30,V,101,True
101979_2023-08-05,101979,2023-08-05,2023-08-05,V,100,True
101985_2022-09-22,101985,2022-09-22,2022-09-22,I,206,True
101988_2023-03-04,101988,2023-03-04,2023-03-04,V,100,True
101990_2022-10-19,101990,2022-10-19,2022-10-19,V,100,True
101991_2022-11-20,101991,2022-11-20,2022-11-20,V,100,True
101992_2025-07-22,101992,2025-07-22,2025-07-22,I,200,True
101993_2022-12-07,101993,2022-12-07,2022-12-07,I,205,True
101994_2024-12-19,101994,2024-12-19,2024-12-19,I,207,True
101997_2022-11-15,101997,2022-11-15,2022-11-15,I,205,True
101999_2025-03-19,101999,2025-03-19,2025-03-19,V,102,True
102002_2024-01-07,102002,2024-01-07,2024-01-07,V,101,True
102007_2024-03-03,102007,2024-03-03,2024-03-03,V,100,True
102008_2023-06-21,102008,2023-06-21,2023-06-21,I,200,True
102010_2022-10-28,102010,2022-10-28,2022-10-28,V,100,True
102011_2023-12-26,102011,2023-12-26,2023-12-26,V,103,True
102012_2023-05-16,102012,2023-05-16,2023-05-16,V,100,True
102013_2023-03-02,102013,2023-03-02,2023-03-02,I,207,True
102014_2025-04-28,102014,2025-04-28,2025-04-28,V,102,True
102015_2025-09-10,102015,2025-09-10,2025-09-10,V,102,True
102019_2023-12-15,102019,2023-12-15,2023-12-15,I,200,True
102020_2023-09-22,102020,2023-09-22,2023-09-22,I,200,True
102022_2024-12-19,102022,2024-12-19,2024-12-19,I,207,True
102030_2023-03-03,102030,2023-03-03,2023-03-03,I,205,True
102036_2024-05-21,102036,2024-05-21,2024-05-21,I,201,True
102037_2023-12-17,102037,2023-12-17,2023-12-17,V,100,True
102041_2025-04-05,102041,2025-04-05,2025-04-05,V,103,True
102042_2024-07-31,102042,2024-07-31,2024-07-31,V,100,True
102044_2025-03-02,102044,2025-03-02,2025-03-02,V,101,True
102045_2023-03-07,102045,2023-03-07,2023-03-07,V,100,True
102054_2023-04-20,102054,2023-04-20,2023-04-20,V,101,True
102056_2025-03-20,102056,2025-03-20,2025-03-20,I,210,True
102058_2022-11-18,102058,2022-11-18,2022-11-18,V,103,True
102059_2024-10-22,102059,2024-10-22,2024-10-22,V,101,True
102060_2023-09-17,102060,2023-09-17,2023-09-17,V,100,True
102061_2023-10-12,102061,2023-10-12,2023-10-12,I,200,True
102065_2022-10-07,102065,2022-10-07,2022-10-07,I,205,True
102069_2023-03-25,102069,2023-03-25,2023-03-25,V,100,True
102071_2024-10-14,102071,2024-10-14,2024-10-14,V,101,True
102072_2025-03-11,102072,2025-03-11,2025-03-11,V,101,True
102075_2023-03-20,102075,2023-03-20,2023-03-20,V,202,True
102076_2022-11-04,102076,2022-11-04,2022-11-04,I,201,True
102079_2023-09-05,102079,2023-09-05,2023-09-05,V,101,True
102081_2024-12-15,102081,2024-12-15,2024-12-15,I,201,True
102082_2023-08-22,102082,2023-08-22,2023-08-22,I,200,True
102084_2025-05-05,102084,2025-05-05,2025-05-05,V,101,True
102085_2023-09-25,102085,2023-09-25,2023-09-25,I,201,True
102089_2024-09-24,102089,2024-09-24,2024-09-24,V,101,True
102090_2023-07-12,102090,2023-07-12,2023-07-12,V,100,True
102091_2023-02-18,102091,2023-02-18,2023-02-18,V,202,True
102092_2025-02-28,102092,2025-02-28,2025-02-28,V,100,True
102093_2022-11-29,102093,2022-11-29,2022-11-29,V,103,True
102096_2023-02-04,102096,2023-02-04,2023-02-04,V,100,True
102100_2024-01-29,102100,2024-01-29,2024-01-29,V,101,True
102107_2023-04-18,102107,2023-04-18,2023-04-18,V,100,True
102110_2023-12-30,102110,2023-12-30,2023-12-30,V,101,True
102112_2024-01-07,102112,2024-01-07,2024-01-07,I,200,True
102115_2024-06-11,102115,2024-06-11,2024-06-11,V,101,True
102117_2025-04-30,102117,2025-04-30,2025-04-30,I,205,True
102118_2023-01-09,102118,2023-01-09,2023-01-09,V,100,True
102119_2024-10-11,102119,2024-10-11,2024-10-11,V,100,True
102120_2023-08-02,102120,2023-08-02,2023-08-02,I,205,True
102123_2023-06-27,102123,2023-06-27,2023-06-27,I,201,True
102125_2024-06-23,102125,2024-06-23,2024-06-23,V,102,True
102132_2024-04-02,102132,2024-04-02,2024-04-02,V,102,True
102134_2024-03-16,102134,2024-03-16,2024-03-16,V,202,True
102135_2023-05-20,102135,2023-05-20,2023-05-20,I,201,True
102138_2024-02-20,102138,2024-02-20,2024-02-20,V,100,True
102140_2023-10-28,102140,2023-10-28,2023-10-28,V,101,True
102141_2023-11-26,102141,2023-11-26,2023-11-26,V,100,True
102144_2024-12-05,102144,2024-12-05,2024-12-05,I,210,True
102147_2023-12-12,102147,2023-12-12,2023-12-12,V,100,True
102148_2024-02-19,102148,2024-02-19,2024-02-19,V,102,True
102149_2025-07-25,102149,2025-07-25,2025-07-25,I,205,True
102151_2023-10-08,102151,2023-10-08,2023-10-08,I,201,True
102152_2024-07-27,102152,2024-07-27,2024-07-27,V,202,True
102153_2025-03-08,102153,2025-03-08,2025-03-08,V,100,True
102159_2023-10-23,102159,2023-10-23,2023-10-23,V,202,True
102160_2023-10-15,102160,2023-10-15,2023-10-15,V,103,True
102167_2023-07-04,102167,2023-07-04,2023-07-04,V,102,True
102170_2025-05-27,102170,2025-05-27,2025-05-27,V,100,True
102171_2024-10-17,102171,2024-10-17,2024-10-17,V,100,True
102173_2023-09-19,102173,2023-09-19,2023-09-19,V,100,True
102174_2023-10-14,102174,2023-10-14,2023-10-14,V,100,True
102175_2025-08-16,102175,2025-08-16,2025-08-16,V,202,True
