employee_number,transaction_date,effective_date,employee_status_code,employee_type_code,fullpart_time_code,scheduled_fte,job_code,job_family_code,company_code,location_code,org_1_code,org_2_code,last_hire_date,seniority_date,date_in_job,termination_date,termination_reason_code,termination_type_code,salaryhourly_code,earning_group_code,pay_group_code,supervisor_employee_number,orglvl1reportcategory
101154,2020-08-07,2020-08-07,A,RFT,F,1.0,52OPS5,OPS,ALPNC,124,50,50,2020-08-07,2020-08-07,2020-08-07,,,,S,EG09,PG03,,Operations
101154,2021-12-01,2021-12-01,A,RFT,F,1.0,53OPS6,OPS,ALPNC,124,50,50,2020-08-07,2020-08-07,2021-12-01,,,,S,EG02,PG03,,Operations
101154,2026-01-09,2026-01-09,A,RFT,F,1.0,23ENG6,ENGR,ALPNC,124,50,50,2020-08-07,2020-08-07,2026-01-09,,,,S,EG07,PG03,,Operations
101155,2020-08-07,2020-08-07,A,RFT,F,1.0,48OPS1,OPS,ALPNC,102,160,90,2020-08-07,2020-08-07,2020-08-07,,,,H,EG03,PG03,101777.0,Operations
101155,2020-08-24,2020-08-24,A,RFT,F,1.0,49OPS2,OPS,ALPNC,102,160,90,2020-08-07,2020-08-07,2020-08-24,,,,H,EG05,PG03,101777.0,Operations
101155,2026-01-11,2026-01-11,T,RFT,F,1.0,49OPS2,OPS,ALPNC,102,160,90,2020-08-07,2020-08-07,2020-08-24,2026-01-11,202,V,H,EG05,PG03,101777.0,Operations
101156,2020-08-07,2020-08-07,A,CON,F,1.0,02ADM2,ADMIN,PRMRE,100,90,10,2020-08-07,2020-08-07,2020-08-07,,,,S,EG04,PG02,100821.0,Operations
101156,2022-05-14,2022-05-14,A,CON,F,1.0,78ANL2,ANLYT,PRMRE,100,90,10,2020-08-07,2020-08-07,2022-05-14,,,,S,EG04,PG02,100821.0,Operations
101156,2023-02-18,2023-02-18,A,CON,F,1.0,79ANL3,ANLYT,PRMRE,100,90,10,2020-08-07,2020-08-07,2023-02-18,,,,S,EG10,PG02,100821.0,Operations
101156,2023-02-21,2023-02-21,L,CON,F,1.0,79ANL3,ANLYT,PRMRE,100,90,10,2020-08-07,2020-08-07,2023-02-18,,,,S,EG10,PG02,100821.0,Operations
101156,2023-08-15,2023-08-15,A,CON,F,1.0,79ANL3,ANLYT,PRMRE,100,90,10,2020-08-07,2020-08-07,2023-02-18,,,,S,EG10,PG02,100821.0,Operations
101156,2025-04-13,2025-04-13,A,CON,F,1.0,95LEG3,LEGAL,PRMRE,100,90,10,2020-08-07,2020-08-07,2025-04-13,,,,S,EG05,PG02,100821.0,Operations
101157,2020-08-10,2020-08-10,A,RFT,F,1.0,19ENG2,ENGR,WSTMF,107,170,80,2020-08-10,2020-08-10,2020-08-10,,,,H,EG01,PG03,,Operations
101157,2021-05-20,2021-05-20,T,RFT,F,1.0,19ENG2,ENGR,WSTMF,107,170,80,2020-08-10,2020-08-10,2020-08-10,2021-05-20,101,V,H,EG01,PG03,,Operations
101158,2020-08-10,2020-08-10,A,RFT,F,1.0,59TRD5,TRD,PRMRE,121,190,30,2020-08-10,2020-08-10,2020-08-10,,,,S,EG10,PG02,,Operations
101158,2023-04-11,2023-04-11,T,RFT,F,1.0,59TRD5,TRD,PRMRE,121,190,30,2020-08-10,2020-08-10,2020-08-10,2023-04-11,210,I,S,EG10,PG02,,Operations
101159,2020-08-10,2020-08-10,A,RFT,F,1.0,02ADM2,ADMIN,PRMRE,117,10,60,2020-08-10,2020-08-10,2020-08-10,,,,H,EG04,PG02,101488.0,Operations
101159,2022-07-28,2022-07-28,A,RFT,F,1.0,03ADM3,ADMIN,PRMRE,117,10,60,2020-08-10,2020-08-10,2022-07-28,,,,H,EG07,PG02,101488.0,Operations
101159,2022-11-19,2022-11-19,T,RFT,F,1.0,03ADM3,ADMIN,PRMRE,117,10,60,2020-08-10,2020-08-10,2022-07-28,2022-11-19,100,V,H,EG07,PG02,101488.0,Operations
101160,2020-08-14,2020-08-14,A,RFT,F,1.0,46SAL6,SALES,NRTHP,100,110,60,2020-08-14,2020-08-14,2020-08-14,,,,S,EG05,PG05,,Operations
101161,2020-08-14,2020-08-14,A,RFT,F,1.0,60WHS1,WHSE,PRMRE,123,140,90,2020-08-14,2020-08-14,2020-08-14,,,,H,EG06,PG02,102554.0,Operations
101161,2021-10-18,2021-10-18,T,RFT,F,1.0,60WHS1,WHSE,PRMRE,123,140,90,2020-08-14,2020-08-14,2020-08-14,2021-10-18,210,I,H,EG06,PG02,102554.0,Operations
101162,2020-08-14,2020-08-14,A,RFT,F,1.0,71MKT2,MKTG,ALPNC,112,20,90,2020-08-14,2020-08-14,2020-08-14,,,,H,EG10,PG03,101852.0,Operations
101162,2021-12-31,2021-12-31,T,RFT,F,1.0,71MKT2,MKTG,ALPNC,112,20,90,2020-08-14,2020-08-14,2020-08-14,2021-12-31,202,V,H,EG10,PG03,101852.0,Operations
101163,2020-08-14,2020-08-14,A,RFT,F,1.0,06ACC1,ACCTG,PRMRE,122,160,110,2020-08-14,2020-08-14,2020-08-14,,,,H,EG09,PG02,100003.0,Operations
101163,2023-05-27,2023-05-27,A,RFT,F,1.0,07ACC2,ACCTG,PRMRE,122,160,110,2020-08-14,2020-08-14,2023-05-27,,,,H,EG03,PG02,100003.0,Operations
101163,2024-01-02,2024-01-02,T,RFT,F,1.0,07ACC2,ACCTG,PRMRE,122,160,110,2020-08-14,2020-08-14,2023-05-27,2024-01-02,202,V,H,EG03,PG02,100003.0,Operations
101164,2020-08-18,2020-08-18,A,RPT,P,0.67,41SAL1,SALES,PRMRE,121,30,70,2020-08-18,2020-08-18,2020-08-18,,,,H,EG08,PG02,100345.0,Operations
101164,2021-02-12,2021-02-12,T,RPT,P,0.67,41SAL1,SALES,PRMRE,121,30,70,2020-08-18,2020-08-18,2020-08-18,2021-02-12,202,V,H,EG08,PG02,100345.0,Operations
101165,2020-08-19,2020-08-19,A,RFT,F,1.0,56TRD2,TRD,NRTHP,108,240,10,2020-08-19,2020-08-19,2020-08-19,,,,H,EG02,PG05,100447.0,Operations
101165,2020-12-07,2020-12-07,A,RFT,F,1.0,61WHS2,WHSE,NRTHP,108,240,10,2020-08-19,2020-08-19,2020-12-07,,,,H,EG01,PG05,100447.0,Operations
101165,2021-01-05,2021-01-05,T,RFT,F,1.0,61WHS2,WHSE,NRTHP,108,240,10,2020-08-19,2020-08-19,2020-12-07,2021-01-05,100,V,H,EG01,PG05,100447.0,Operations
101166,2020-08-19,2020-08-19,A,RFT,F,1.0,32IT1,IT,NRTHP,115,80,10,2020-08-19,2020-08-19,2020-08-19,,,,H,EG03,PG05,101251.0,Operations
101166,2021-02-15,2021-02-15,T,RFT,F,1.0,32IT1,IT,NRTHP,115,80,10,2020-08-19,2020-08-19,2020-08-19,2021-02-15,101,V,H,EG03,PG05,101251.0,Operations
101167,2020-08-20,2020-08-20,A,TAW,F,1.0,26HR2,HR,PRMRE,121,30,110,2020-08-20,2020-08-20,2020-08-20,,,,H,EG03,PG02,100345.0,Operations
101167,2021-01-11,2021-01-11,T,TAW,F,1.0,26HR2,HR,PRMRE,121,30,110,2020-08-20,2020-08-20,2020-08-20,2021-01-11,101,V,H,EG03,PG02,100345.0,Operations
101168,2020-08-20,2020-08-20,A,RFT,F,1.0,94LEG2,LEGAL,WSTMF,122,200,80,2020-08-20,2020-08-20,2020-08-20,,,,H,EG02,PG03,101063.0,Operations
101168,2022-04-18,2022-04-18,T,RFT,F,1.0,94LEG2,LEGAL,WSTMF,122,200,80,2020-08-20,2020-08-20,2020-08-20,2022-04-18,100,V,H,EG02,PG03,101063.0,Operations
101169,2020-08-20,2020-08-20,A,RFT,F,1.0,83SUP4,SUPV,NRTHP,101,90,90,2020-08-20,2020-08-20,2020-08-20,,,,S,EG01,PG05,,Operations
101170,2020-08-21,2020-08-21,A,RFT,F,1.0,62WHS3,WHSE,ALPNC,114,90,90,2020-08-21,2020-08-21,2020-08-21,,,,S,EG01,PG03,,Operations
101170,2024-05-03,2024-05-03,A,RFT,F,1.0,63WHS4,WHSE,ALPNC,114,90,90,2020-08-21,2020-08-21,2024-05-03,,,,S,EG10,PG03,,Operations
101170,2025-05-05,2025-05-05,T,RFT,F,1.0,63WHS4,WHSE,ALPNC,114,90,90,2020-08-21,2020-08-21,2024-05-03,2025-05-05,102,V,S,EG10,PG03,,Operations
101171,2020-08-21,2020-08-21,A,CON,F,1.0,04ADM4,ADMIN,NRTHP,102,220,50,2020-08-21,2020-08-21,2020-08-21,,,,S,EG06,PG05,102813.0,Operations
101172,2020-08-21,2020-08-21,A,RFT,F,1.0,94LEG2,LEGAL,WSTMF,110,190,70,2020-08-21,2020-08-21,2020-08-21,,,,H,EG02,PG03,,Operations
101172,2020-11-02,2020-11-02,T,RFT,F,1.0,94LEG2,LEGAL,WSTMF,110,190,70,2020-08-21,2020-08-21,2020-08-21,2020-11-02,102,V,H,EG02,PG03,,Operations
101173,2020-08-24,2020-08-24,A,RFT,F,1.0,67TEC3,TECH,NRTHP,119,80,20,2020-08-24,2020-08-24,2020-08-24,,,,S,EG10,PG05,,Operations
101173,2021-08-05,2021-08-05,A,RFT,F,1.0,68TEC4,TECH,NRTHP,119,80,20,2020-08-24,2020-08-24,2021-08-05,,,,S,EG06,PG05,,Operations
101173,2022-03-16,2022-03-16,T,RFT,F,1.0,68TEC4,TECH,NRTHP,119,80,20,2020-08-24,2020-08-24,2021-08-05,2022-03-16,205,I,S,EG06,PG05,,Operations
101174,2020-08-25,2020-08-25,A,RFT,F,1.0,60WHS1,WHSE,PRMRE,117,150,20,2020-08-25,2020-08-25,2020-08-25,,,,H,EG06,PG02,102422.0,Operations
101174,2020-08-27,2020-08-27,A,RFT,F,1.0,70MKT1,MKTG,PRMRE,117,150,20,2020-08-25,2020-08-25,2020-08-27,,,,H,EG04,PG02,102422.0,Operations
101174,2020-12-07,2020-12-07,T,RFT,F,1.0,70MKT1,MKTG,PRMRE,117,150,20,2020-08-25,2020-08-25,2020-08-27,2020-12-07,100,V,H,EG04,PG02,102422.0,Operations
101175,2020-08-28,2020-08-28,A,RFT,F,1.0,90PRO3,PROJ,ALPNC,112,150,10,2020-08-28,2020-08-28,2020-08-28,,,,S,EG04,PG03,,Operations
101175,2020-10-18,2020-10-18,T,RFT,F,1.0,90PRO3,PROJ,ALPNC,112,150,10,2020-08-28,2020-08-28,2020-08-28,2020-10-18,210,I,S,EG04,PG03,,Operations
101176,2020-09-02,2020-09-02,A,RPT,P,0.4,05ACC1,ACCTG,PRMRE,102,50,50,2020-09-02,2020-09-02,2020-09-02,,,,H,EG05,PG02,102746.0,Operations
101176,2022-01-15,2022-01-15,T,RPT,P,0.4,05ACC1,ACCTG,PRMRE,102,50,50,2020-09-02,2020-09-02,2020-09-02,2022-01-15,101,V,H,EG05,PG02,102746.0,Operations
101177,2020-09-03,2020-09-03,A,RFT,F,1.0,55TRD1,TRD,ALPNC,104,140,40,2020-09-03,2020-09-03,2020-09-03,,,,H,EG04,PG03,100905.0,Operations
101177,2022-04-20,2022-04-20,A,RFT,F,1.0,56TRD2,TRD,ALPNC,104,140,40,2020-09-03,2020-09-03,2022-04-20,,,,H,EG02,PG03,100905.0,Operations
101177,2023-11-24,2023-11-24,A,RFT,F,1.0,57TRD3,TRD,ALPNC,104,140,40,2020-09-03,2020-09-03,2023-11-24,,,,H,EG02,PG03,100905.0,Operations
101177,2024-02-19,2024-02-19,A,RFT,F,1.0,58TRD4,TRD,ALPNC,104,140,40,2020-09-03,2020-09-03,2024-02-19,,,,H,EG05,PG03,100905.0,Operations
101178,2020-09-03,2020-09-03,A,RFT,F,1.0,62WHS3,WHSE,NRTHP,117,180,40,2020-09-03,2020-09-03,2020-09-03,,,,S,EG01,PG05,,Operations
101178,2020-10-05,2020-10-05,T,RFT,F,1.0,62WHS3,WHSE,NRTHP,117,180,40,2020-09-03,2020-09-03,2020-09-03,2020-10-05,100,V,S,EG01,PG05,,Operations
101179,2020-09-03,2020-09-03,A,RFT,F,1.0,48OPS1,OPS,WSTMF,110,180,60,2020-09-03,2020-09-03,2020-09-03,,,,H,EG03,PG03,,Operations
101179,2023-12-17,2023-12-17,T,RFT,F,1.0,48OPS1,OPS,WSTMF,110,180,60,2020-09-03,2020-09-03,2020-09-03,2023-12-17,101,V,H,EG03,PG03,,Operations
101180,2020-09-04,2020-09-04,A,RFT,F,1.0,78ANL2,ANLYT,ALPNC,116,200,100,2020-09-04,2020-09-04,2020-09-04,,,,S,EG04,PG03,102378.0,Operations
101180,2021-02-02,2021-02-02,T,RFT,F,1.0,78ANL2,ANLYT,ALPNC,116,200,100,2020-09-04,2020-09-04,2020-09-04,2021-02-02,100,V,S,EG04,PG03,102378.0,Operations
101181,2020-09-04,2020-09-04,A,RFT,F,1.0,50OPS3,OPS,ALPNC,119,150,30,2020-09-04,2020-09-04,2020-09-04,,,,S,EG06,PG03,,Operations
101181,2023-07-14,2023-07-14,A,RFT,F,1.0,51OPS4,OPS,ALPNC,119,150,30,2020-09-04,2020-09-04,2023-07-14,,,,S,EG07,PG03,,Operations
101181,2024-09-26,2024-09-26,A,RFT,F,1.0,52OPS5,OPS,ALPNC,119,150,30,2020-09-04,2020-09-04,2024-09-26,,,,S,EG09,PG03,,Operations
101182,2020-09-04,2020-09-04,A,RFT,F,1.0,35IT3,IT,PRMRE,122,180,110,2020-09-04,2020-09-04,2020-09-04,,,,S,EG08,PG02,,Operations
101182,2022-03-20,2022-03-20,T,RFT,F,1.0,35IT3,IT,PRMRE,122,180,110,2020-09-04,2020-09-04,2020-09-04,2022-03-20,102,V,S,EG08,PG02,,Operations
101183,2020-09-04,2020-09-04,A,RFT,F,1.0,36IT3,IT,WSTMF,102,150,40,2020-09-04,2020-09-04,2020-09-04,,,,S,EG07,PG03,100842.0,Operations
101183,2021-01-11,2021-01-11,A,RFT,F,1.0,37IT4,IT,WSTMF,102,150,40,2020-09-04,2020-09-04,2021-01-11,,,,S,EG04,PG03,100842.0,Operations
101183,2023-01-02,2023-01-02,L,RFT,F,1.0,37IT4,IT,WSTMF,102,150,40,2020-09-04,2020-09-04,2021-01-11,,,,S,EG04,PG03,100842.0,Operations
101183,2023-05-12,2023-05-12,A,RFT,F,1.0,37IT4,IT,WSTMF,102,150,40,2020-09-04,2020-09-04,2021-01-11,,,,S,EG04,PG03,100842.0,Operations
101183,2024-10-23,2024-10-23,T,RFT,F,1.0,37IT4,IT,WSTMF,102,150,40,2020-09-04,2020-09-04,2021-01-11,2024-10-23,103,V,S,EG04,PG03,100842.0,Operations
101184,2020-09-04,2020-09-04,A,RFT,F,1.0,08ACC3,ACCTG,WSTMF,110,70,80,2020-09-04,2020-09-04,2020-09-04,,,,S,EG01,PG03,,Operations
101184,2020-11-04,2020-11-04,T,RFT,F,1.0,08ACC3,ACCTG,WSTMF,110,70,80,2020-09-04,2020-09-04,2020-09-04,2020-11-04,103,V,S,EG01,PG03,,Operations
101185,2020-09-07,2020-09-07,A,RFT,F,1.0,83SUP4,SUPV,ALPNC,116,180,90,2020-09-07,2020-09-07,2020-09-07,,,,S,EG01,PG03,,Operations
101185,2024-07-20,2024-07-20,T,RFT,F,1.0,83SUP4,SUPV,ALPNC,116,180,90,2020-09-07,2020-09-07,2020-09-07,2024-07-20,103,V,S,EG01,PG03,,Operations
101186,2020-09-08,2020-09-08,A,RFT,F,1.0,32IT1,IT,WSTMF,122,150,50,2020-09-08,2020-09-08,2020-09-08,,,,H,EG03,PG03,,Operations
101186,2021-04-25,2021-04-25,A,RFT,F,1.0,33IT2,IT,WSTMF,122,150,50,2020-09-08,2020-09-08,2021-04-25,,,,H,EG09,PG03,,Operations
101186,2022-07-21,2022-07-21,T,RFT,F,1.0,33IT2,IT,WSTMF,122,150,50,2020-09-08,2020-09-08,2021-04-25,2022-07-21,200,I,H,EG09,PG03,,Operations
101187,2020-09-08,2020-09-08,A,RFT,F,1.0,39IT6,IT,WSTMF,111,230,70,2020-09-08,2020-09-08,2020-09-08,,,,S,EG03,PG03,,Operations
101187,2021-10-04,2021-10-04,T,RFT,F,1.0,39IT6,IT,WSTMF,111,230,70,2020-09-08,2020-09-08,2020-09-08,2021-10-04,210,I,S,EG03,PG03,,Operations
101188,2020-09-09,2020-09-09,A,RFT,F,1.0,73MKT4,MKTG,NRTHP,115,50,50,2020-09-09,2020-09-09,2020-09-09,,,,S,EG01,PG05,,Operations
101189,2020-09-09,2020-09-09,A,RFT,F,1.0,56TRD2,TRD,ALPNC,115,120,10,2020-09-09,2020-09-09,2020-09-09,,,,S,EG02,PG03,101288.0,Operations
101190,2020-09-09,2020-09-09,A,RFT,F,1.0,85SUP5,SUPV,PRMRE,115,130,60,2020-09-09,2020-09-09,2020-09-09,,,,S,EG01,PG02,,Operations
101191,2020-09-10,2020-09-10,A,RFT,F,1.0,80ANL4,ANLYT,NRTHP,118,240,70,2020-09-10,2020-09-10,2020-09-10,,,,S,EG05,PG05,102039.0,Operations
101191,2022-02-16,2022-02-16,T,RFT,F,1.0,80ANL4,ANLYT,NRTHP,118,240,70,2020-09-10,2020-09-10,2020-09-10,2022-02-16,200,I,S,EG05,PG05,102039.0,Operations
101192,2020-09-10,2020-09-10,A,RFT,F,1.0,18ENG1,ENGR,ALPNC,112,210,60,2020-09-10,2020-09-10,2020-09-10,,,,H,EG08,PG03,,Operations
101192,2021-06-29,2021-06-29,T,RFT,F,1.0,18ENG1,ENGR,ALPNC,112,210,60,2020-09-10,2020-09-10,2020-09-10,2021-06-29,101,V,H,EG08,PG03,,Operations
101193,2020-09-10,2020-09-10,A,RFT,F,1.0,36IT3,IT,PRMRE,116,190,80,2020-09-10,2020-09-10,2020-09-10,,,,S,EG07,PG02,102863.0,Operations
101193,2023-08-07,2023-08-07,A,RFT,F,1.0,37IT4,IT,PRMRE,116,190,80,2020-09-10,2020-09-10,2023-08-07,,,,S,EG04,PG02,102863.0,Operations
101193,2024-05-14,2024-05-14,T,RFT,F,1.0,37IT4,IT,PRMRE,116,190,80,2020-09-10,2020-09-10,2023-08-07,2024-05-14,205,I,S,EG04,PG02,102863.0,Operations
101194,2020-09-10,2020-09-10,A,RPT,F,0.76,65TEC1,TECH,NRTHP,116,250,110,2020-09-10,2020-09-10,2020-09-10,,,,H,EG08,PG05,,Operations
101194,2026-01-18,2026-01-18,T,RPT,F,0.76,65TEC1,TECH,NRTHP,116,250,110,2020-09-10,2020-09-10,2020-09-10,2026-01-18,202,V,H,EG08,PG05,,Operations
101195,2020-09-10,2020-09-10,A,RFT,F,1.0,19ENG2,ENGR,PRMRE,100,90,90,2020-09-10,2020-09-10,2020-09-10,,,,H,EG01,PG02,100821.0,Operations
101195,2024-10-07,2024-10-07,A,RFT,F,1.0,42SAL2,SALES,PRMRE,100,90,90,2020-09-10,2020-09-10,2024-10-07,,,,H,EG10,PG02,100821.0,Operations
101196,2020-09-11,2020-09-11,A,RFT,F,1.0,35IT3,IT,PRMRE,121,190,50,2020-09-11,2020-09-11,2020-09-11,,,,S,EG08,PG02,100421.0,Operations
101196,2023-01-08,2023-01-08,A,RFT,F,1.0,20ENG3,ENGR,PRMRE,121,190,50,2020-09-11,2020-09-11,2023-01-08,,,,S,EG03,PG02,100421.0,Operations
101197,2020-09-14,2020-09-14,A,TFT,F,1.0,48OPS1,OPS,NRTHP,103,20,90,2020-09-14,2020-09-14,2020-09-14,,,,H,EG03,PG05,,Operations
101197,2020-12-22,2020-12-22,T,TFT,F,1.0,48OPS1,OPS,NRTHP,103,20,90,2020-09-14,2020-09-14,2020-09-14,2020-12-22,201,I,H,EG03,PG05,,Operations
101198,2020-09-15,2020-09-15,A,RFT,F,1.0,34IT2,IT,PRMRE,116,190,70,2020-09-15,2020-09-15,2020-09-15,,,,H,EG08,PG02,102863.0,Operations
101199,2020-09-15,2020-09-15,A,RFT,F,1.0,70MKT1,MKTG,NRTHP,103,140,60,2020-09-15,2020-09-15,2020-09-15,,,,H,EG04,PG05,,Operations
101199,2023-08-28,2023-08-28,A,RFT,F,1.0,71MKT2,MKTG,NRTHP,103,140,60,2020-09-15,2020-09-15,2023-08-28,,,,H,EG10,PG05,,Operations
101199,2024-10-01,2024-10-01,A,RFT,F,1.0,72MKT3,MKTG,NRTHP,103,140,60,2020-09-15,2020-09-15,2024-10-01,,,,H,EG09,PG05,,Operations
101200,2020-09-15,2020-09-15,A,CON,F,1.0,78ANL2,ANLYT,ALPNC,121,150,50,2020-09-15,2020-09-15,2020-09-15,,,,S,EG04,PG03,101583.0,Operations
101200,2025-04-24,2025-04-24,A,CON,F,1.0,79ANL3,ANLYT,ALPNC,121,150,50,2020-09-15,2020-09-15,2025-04-24,,,,S,EG10,PG03,101583.0,Operations
101200,2025-05-08,2025-05-08,T,CON,F,1.0,79ANL3,ANLYT,ALPNC,121,150,50,2020-09-15,2020-09-15,2025-04-24,2025-05-08,101,V,S,EG10,PG03,101583.0,Operations
101201,2020-09-15,2020-09-15,A,RPT,P,0.6,41SAL1,SALES,NRTHP,121,180,50,2020-09-15,2020-09-15,2020-09-15,,,,H,EG08,PG05,,Operations
101201,2021-08-27,2021-08-27,T,RPT,P,0.6,41SAL1,SALES,NRTHP,121,180,50,2020-09-15,2020-09-15,2020-09-15,2021-08-27,100,V,H,EG08,PG05,,Operations
101202,2020-09-16,2020-09-16,A,RFT,F,1.0,27HR3,HR,NRTHP,121,190,120,2020-09-16,2020-09-16,2020-09-16,,,,S,EG02,PG05,100421.0,Operations
101202,2023-12-21,2023-12-21,A,RFT,F,1.0,28HR4,HR,NRTHP,121,190,120,2020-09-16,2020-09-16,2023-12-21,,,,S,EG08,PG05,100421.0,Operations
101202,2024-08-20,2024-08-20,A,RFT,F,1.0,29HR5,HR,NRTHP,121,190,120,2020-09-16,2020-09-16,2024-08-20,,,,S,EG07,PG05,100421.0,Operations
101203,2020-09-17,2020-09-17,A,RFT,F,1.0,13CSR1,CSR,WSTMF,104,60,20,2020-09-17,2020-09-17,2020-09-17,,,,H,EG01,PG03,101066.0,Operations
101203,2021-07-09,2021-07-09,L,RFT,F,1.0,13CSR1,CSR,WSTMF,104,60,20,2020-09-17,2020-09-17,2020-09-17,,,,H,EG01,PG03,101066.0,Operations
101203,2021-08-11,2021-08-11,A,RFT,F,1.0,13CSR1,CSR,WSTMF,104,60,20,2020-09-17,2020-09-17,2020-09-17,,,,H,EG01,PG03,101066.0,Operations
101204,2020-09-18,2020-09-18,A,RFT,F,1.0,49OPS2,OPS,NRTHP,123,230,100,2020-09-18,2020-09-18,2020-09-18,,,,S,EG05,PG05,,Operations
101204,2020-11-05,2020-11-05,T,RFT,F,1.0,49OPS2,OPS,NRTHP,123,230,100,2020-09-18,2020-09-18,2020-09-18,2020-11-05,206,I,S,EG05,PG05,,Operations
101205,2020-09-18,2020-09-18,A,RFT,F,1.0,70MKT1,MKTG,WSTMF,111,140,70,2020-09-18,2020-09-18,2020-09-18,,,,H,EG04,PG03,100755.0,Operations
101206,2020-09-18,2020-09-18,A,RFT,F,1.0,32IT1,IT,ALPNC,114,170,30,2020-09-18,2020-09-18,2020-09-18,,,,H,EG03,PG03,,Operations
101207,2020-09-18,2020-09-18,A,RFT,F,1.0,05ACC1,ACCTG,PRMRE,121,70,20,2020-09-18,2020-09-18,2020-09-18,,,,S,EG05,PG02,100548.0,Operations
101208,2020-09-18,2020-09-18,A,RFT,F,1.0,26HR2,HR,PRMRE,124,40,110,2020-09-18,2020-09-18,2020-09-18,,,,S,EG03,PG02,,Operations
101208,2021-06-05,2021-06-05,T,RFT,F,1.0,26HR2,HR,PRMRE,124,40,110,2020-09-18,2020-09-18,2020-09-18,2021-06-05,100,V,S,EG03,PG02,,Operations
101209,2020-09-18,2020-09-18,A,RFT,F,1.0,25HR1,HR,NRTHP,116,80,110,2020-09-18,2020-09-18,2020-09-18,,,,S,EG10,PG05,101349.0,Operations
101210,2020-09-21,2020-09-21,A,RFT,F,1.0,77ANL1,ANLYT,PRMRE,118,100,10,2020-09-21,2020-09-21,2020-09-21,,,,H,EG04,PG02,101234.0,Operations
101210,2021-08-31,2021-08-31,T,RFT,F,1.0,77ANL1,ANLYT,PRMRE,118,100,10,2020-09-21,2020-09-21,2020-09-21,2021-08-31,100,V,H,EG04,PG02,101234.0,Operations
101211,2020-09-21,2020-09-21,A,CON,F,1.0,18ENG1,ENGR,NRTHP,103,90,70,2020-09-21,2020-09-21,2020-09-21,,,,H,EG08,PG05,102416.0,Operations
101211,2022-05-27,2022-05-27,T,CON,F,1.0,18ENG1,ENGR,NRTHP,103,90,70,2020-09-21,2020-09-21,2020-09-21,2022-05-27,100,V,H,EG08,PG05,102416.0,Operations
101212,2020-09-22,2020-09-22,A,RFT,F,1.0,67TEC3,TECH,WSTMF,122,50,120,2020-09-22,2020-09-22,2020-09-22,,,,S,EG10,PG03,,Operations
101212,2021-11-27,2021-11-27,T,RFT,F,1.0,67TEC3,TECH,WSTMF,122,50,120,2020-09-22,2020-09-22,2020-09-22,2021-11-27,206,I,S,EG10,PG03,,Operations
101213,2020-09-22,2020-09-22,A,CON,F,1.0,61WHS2,WHSE,ALPNC,102,50,10,2020-09-22,2020-09-22,2020-09-22,,,,H,EG01,PG03,102746.0,Operations
101213,2020-12-28,2020-12-28,T,CON,F,1.0,61WHS2,WHSE,ALPNC,102,50,10,2020-09-22,2020-09-22,2020-09-22,2020-12-28,100,V,H,EG01,PG03,102746.0,Operations
101214,2020-09-23,2020-09-23,A,RPT,P,0.69,32IT1,IT,WSTMF,100,30,110,2020-09-23,2020-09-23,2020-09-23,,,,H,EG03,PG03,101389.0,Operations
101214,2020-11-15,2020-11-15,A,RPT,P,0.69,65TEC1,TECH,WSTMF,100,30,110,2020-09-23,2020-09-23,2020-11-15,,,,H,EG08,PG03,101389.0,Operations
101214,2022-11-08,2022-11-08,T,RPT,P,0.69,65TEC1,TECH,WSTMF,100,30,110,2020-09-23,2020-09-23,2020-11-15,2022-11-08,101,V,H,EG08,PG03,101389.0,Operations
101215,2020-09-23,2020-09-23,A,TFT,F,1.0,94LEG2,LEGAL,ALPNC,121,120,120,2020-09-23,2020-09-23,2020-09-23,,,,H,EG02,PG03,101473.0,Operations
101215,2022-03-21,2022-03-21,T,TFT,F,1.0,94LEG2,LEGAL,ALPNC,121,120,120,2020-09-23,2020-09-23,2020-09-23,2022-03-21,201,I,H,EG02,PG03,101473.0,Operations
101216,2020-09-23,2020-09-23,A,RFT,F,1.0,95LEG3,LEGAL,PRMRE,105,160,110,2020-09-23,2020-09-23,2020-09-23,,,,S,EG05,PG02,,Operations
101216,2020-11-20,2020-11-20,T,RFT,F,1.0,95LEG3,LEGAL,PRMRE,105,160,110,2020-09-23,2020-09-23,2020-09-23,2020-11-20,201,I,S,EG05,PG02,,Operations
101217,2020-09-23,2020-09-23,A,RFT,F,1.0,25HR1,HR,ALPNC,104,230,70,2020-09-23,2020-09-23,2020-09-23,,,,S,EG10,PG03,101952.0,Operations
101217,2022-06-25,2022-06-25,A,RFT,F,1.0,26HR2,HR,ALPNC,104,230,70,2020-09-23,2020-09-23,2022-06-25,,,,S,EG03,PG03,101952.0,Operations
101218,2020-09-24,2020-09-24,A,RPT,P,0.52,36IT3,IT,WSTMF,104,60,100,2020-09-24,2020-09-24,2020-09-24,,,,S,EG07,PG03,101066.0,Operations
101218,2023-06-30,2023-06-30,L,RPT,P,0.52,36IT3,IT,WSTMF,104,60,100,2020-09-24,2020-09-24,2020-09-24,,,,S,EG07,PG03,101066.0,Operations
101218,2023-08-08,2023-08-08,A,RPT,P,0.52,36IT3,IT,WSTMF,104,60,100,2020-09-24,2020-09-24,2020-09-24,,,,S,EG07,PG03,101066.0,Operations
